stateCode,stateNameEnglish,localBodyCode,localBodyNameEnglish,localBodyTypeName,pincode
24,Gujarat,251158,Bagasara,Municipality,365440
24,Gujarat,251184,Balasinor,Municipality,388255
24,Gujarat,251243,Bardoli,Municipality,394601
24,Gujarat,253241,Barwala,Municipality,382450
24,Gujarat,251045,Bhachau,Municipality,370140
24,Gujarat,251165,Bhavnagar,"Municipal Corporations",364001
24,Gujarat,253137,Chotila,Municipality,363520
24,Gujarat,251213,Dabhoi,Municipality,391110
24,Gujarat,251199,Dahod,Municipality,389151
24,Gujarat,251053,Dhanera,Municipality,385310
24,Gujarat,251134,Dhrol,Municipality,361210
24,Gujarat,251074,Himatnagar,Municipality,383001
24,Gujarat,251063,Kheralu,Municipality,384325
24,Gujarat,251170,Mahuva,Municipality,364290
24,Gujarat,277169,"Mandvi Kachchh",Municipality,387130
24,Gujarat,251082,Mansa,Municipality,382845
24,Gujarat,251118,Morbi,"Municipal Corporations",363643
24,Gujarat,251178,Petlad,Municipality,388450
24,Gujarat,251120,Rajkot,"Municipal Corporations",360005
24,Gujarat,251130,Salaya,Municipality,361310
24,Gujarat,251231,Surat,"Municipal Corporations",395011
24,Gujarat,251231,Surat,"Municipal Corporations",395010
24,Gujarat,251076,Talod,Municipality,383215
24,Gujarat,251116,Thangadh,Municipality,363530
24,Gujarat,253164,Thara,Municipality,385550
24,Gujarat,253224,Thasra,Municipality,388250
24,Gujarat,251269,Ummargam,Municipality,396170
24,Gujarat,251124,Upleta,Municipality,360490
24,Gujarat,251209,Vadodara,"Municipal Corporations",390021
24,Gujarat,251209,Vadodara,"Municipal Corporations",390025
24,Gujarat,251209,Vadodara,"Municipal Corporations",390018
24,Gujarat,251209,Vadodara,"Municipal Corporations",390017
24,Gujarat,251209,Vadodara,"Municipal Corporations",390011
24,Gujarat,251152,Veraval,Municipality,362565
12,"Arunachal Pradesh",249706,Basar,"Town Panchayat",791101
12,"Arunachal Pradesh",249699,Bomdila,"Town Panchayat",790114
12,"Arunachal Pradesh",249713,Deomali,"Town Panchayat",792129
12,"Arunachal Pradesh",299584,Doimukh,"Town Panchayat",791112
12,"Arunachal Pradesh",249712,Jairampur,"Town Panchayat",792121
12,"Arunachal Pradesh",299589,Kalaktang,"Town Panchayat",790002
12,"Arunachal Pradesh",249714,Khonsa,"Town Panchayat",792130
12,"Arunachal Pradesh",249707,Pasighat,"Town Panchayat",791102
12,"Arunachal Pradesh",249708,Roing,"Town Panchayat",792110
12,"Arunachal Pradesh",249703,Ziro,"Town Panchayat",791119
13,Nagaland,299085,"Aghunato Town Council","Town Panchayat",798620
13,Nagaland,249722,"Kohima Municipal Council",Municipality,797001
13,Nagaland,253201,"Longleng Town Council","Town Panchayat",798625
13,Nagaland,253213,"Medziphema Town Council","Town Panchayat",797106
13,Nagaland,276222,"Meluri Town Council","Town Panchayat",797114
13,Nagaland,299083,"Niuland Town Council","Town Panchayat",797112
13,Nagaland,299087,"Satakha Town Council","Town Panchayat",798620
13,Nagaland,276227,"Tizit Town Council","Town Panchayat",798602
13,Nagaland,249718,"Zunheboto Town Council","Town Panchayat",798620
14,Manipur,276503,Jiribam,Municipality,795116
14,Manipur,276505,Kumbi,Municipality,795133
14,Manipur,276545,Lamsang,Municipality,795146
14,Manipur,276498,Thoubal,Municipality,795138
14,Manipur,276511,"Wangjing Lamding",Municipality,795148
2,"Himachal Pradesh",297012,Anni,"Town Panchayat",172026
24,Gujarat,251187,Nadiad,Municipality,387001
8,Rajasthan,299765,Mandawar,"Town Panchayat",301407
29,Karnataka,251995,Hosakote,"City Municipal Council",562114
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302029
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302004
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302012
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302018
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302031
8,Rajasthan,293844,"Greater Jaipur","Municipal Corporations",302034
8,Rajasthan,248736,"Jaipur Heritage","Municipal Corporations",302004
8,Rajasthan,248736,"Jaipur Heritage","Municipal Corporations",302002
8,Rajasthan,293843,Jodhpur-North,"Municipal Corporations",342027
8,Rajasthan,248760,Jodhpur-South,"Municipal Corporations",342016
8,Rajasthan,293842,Kota-North,"Municipal Corporations",324009
24,Gujarat,302675,GANDHIDHAM,Municipality,370201
24,Gujarat,301666,"KV 33 of 2024 UDUHD-CMO-e-file-18-2023-1647-M",Municipality,391760
24,Gujarat,301667,"KV 51 of 2024 UDUHD-MISC-MPMLA-18-2024-1370-M",Municipality,363641
8,Rajasthan,301910,"Kuri Bhagtasani",Municipality,342005
8,Rajasthan,301462,Ponkh,"Town Panchayat",328024
24,Gujarat,251176,Karamsad,Municipality,388325
8,Rajasthan,299939,Gudhagorji,"Town Panchayat",333022
8,Rajasthan,248847,Kaithoon,"Town Panchayat",328024
8,Rajasthan,248847,Kaithoon,"Town Panchayat",313325
8,Rajasthan,301458,Mubarikpur,"Town Panchayat",313325
8,Rajasthan,301458,Mubarikpur,"Town Panchayat",328024
8,Rajasthan,301900,Tinwari,Municipality,342306
8,Rajasthan,301900,Tinwari,Municipality,305921
10,Bihar,299130,Raghopur,"Town Panchayat",853202
36,Telangana,290087,Nizampet,"Municipal Corporations",500090
9,"Uttar Pradesh",249062,Agra,"Municipal Corporations",282003
9,"Uttar Pradesh",249062,Agra,"Municipal Corporations",282008
9,"Uttar Pradesh",249062,Agra,"Municipal Corporations",282010
9,"Uttar Pradesh",249175,Allahganj,"Town Panchayat",242220
9,"Uttar Pradesh",249145,Aonla,Municipality,243301
9,"Uttar Pradesh",249004,Aurangabad,"Town Panchayat",207243
9,"Uttar Pradesh",249477,Azamgarh,Municipality,276001
9,"Uttar Pradesh",263358,Badlapur,"Town Panchayat",222125
9,"Uttar Pradesh",297053,"Baghnagar Urf Bakhira","Town Panchayat",272199
9,"Uttar Pradesh",248973,Baghpat,Municipality,250609
9,"Uttar Pradesh",249074,Bah,Municipality,283104
9,"Uttar Pradesh",249513,Bahadurganj,"Town Panchayat",275201
9,"Uttar Pradesh",248959,Bahsuma,"Town Panchayat",250404
9,"Uttar Pradesh",249334,Banda,Municipality,210001
9,"Uttar Pradesh",297057,Banda,"Town Panchayat",242042
9,"Uttar Pradesh",249498,Bansdih,"Town Panchayat",277202
9,"Uttar Pradesh",297048,Banthra,"Town Panchayat",242307
9,"Uttar Pradesh",249450,Barhalganj,"Town Panchayat",273402
9,"Uttar Pradesh",249430,Basti,Municipality,272001
9,"Uttar Pradesh",249109,Bewar,"Town Panchayat",205301
9,"Uttar Pradesh",249109,Bewar,"Town Panchayat",210501
9,"Uttar Pradesh",249229,"Bhagwant Nagar","Town Panchayat",209864
9,"Uttar Pradesh",249361,Bharwari(Kaushambi),Municipality,212201
9,"Uttar Pradesh",249007,"Bhawan Bahadur Nagar","Town Panchayat",203402
9,"Uttar Pradesh",297025,Bhinga,Municipality,271831
9,"Uttar Pradesh",248931,Bilari,Municipality,244411
9,"Uttar Pradesh",248997,Bilaspur,"Town Panchayat",244921
9,"Uttar Pradesh",297050,Biskohar,"Town Panchayat",272192
9,"Uttar Pradesh",297062,Brijmanganj,"Town Panchayat",273157
9,"Uttar Pradesh",249520,Chandauli,"Town Panchayat",232104
9,"Uttar Pradesh",248924,Chandpur,Municipality,246725
9,"Uttar Pradesh",249330,Charkhari,Municipality,210421
9,"Uttar Pradesh",248894,Charthaval,"Town Panchayat",251311
9,"Uttar Pradesh",299009,Charwa,"Town Panchayat",212203
9,"Uttar Pradesh",249549,Chopan,"Town Panchayat",231205
9,"Uttar Pradesh",249421,Colonelganj,Municipality,271502
9,"Uttar Pradesh",248996,Dadri,Municipality,203207
9,"Uttar Pradesh",248998,Dankaur,"Town Panchayat",203201
9,"Uttar Pradesh",248989,Dasna,"Town Panchayat",201015
9,"Uttar Pradesh",248956,Daurala,"Town Panchayat",250221
9,"Uttar Pradesh",249460,Deoria,Municipality,274001
9,"Uttar Pradesh",300772,Derva(Pratapgarh),"Town Panchayat",230129
9,"Uttar Pradesh",299013,"Dhakwa (Pratapgarh)","Town Panchayat",230121
9,"Uttar Pradesh",249185,Dhaurahara,"Town Panchayat",262723
9,"Uttar Pradesh",249147,"Dhaura Tanda","Town Panchayat",243202
9,"Uttar Pradesh",249272,Dibiyapur,"Town Panchayat",206244
9,"Uttar Pradesh",249515,"Dildarnagar Fatehpur Bazar","Town Panchayat",232326
9,"Uttar Pradesh",248971,Doghat,"Town Panchayat",250622
9,"Uttar Pradesh",248145,Domariyaganj,"Town Panchayat",272189
9,"Uttar Pradesh",249551,Dudhi,"Town Panchayat",231208
9,"Uttar Pradesh",249304,Erich,"Town Panchayat",284302
9,"Uttar Pradesh",249059,Etmadpur,Municipality,283202
9,"Uttar Pradesh",249058,Farah,"Town Panchayat",281122
9,"Uttar Pradesh",249080,Fariha,"Town Panchayat",283207
9,"Uttar Pradesh",249072,Fatehabad,"Town Panchayat",283111
9,"Uttar Pradesh",249142,"Fatehganj Pashchimi","Town Panchayat",243501
9,"Uttar Pradesh",249376,Fatehpur(Barabanki),"Town Panchayat",225305
9,"Uttar Pradesh",300512,Gaisari,"Town Panchayat",271210
9,"Uttar Pradesh",249462,"Gaura Barhaj",Municipality,274601
9,"Uttar Pradesh",249449,"Gola Bazar","Town Panchayat",273408
9,"Uttar Pradesh",249305,Gursarai,Municipality,284202
9,"Uttar Pradesh",249536,Gyanpur,"Town Panchayat",221304
9,"Uttar Pradesh",249322,Hamirpur,Municipality,210301
9,"Uttar Pradesh",249024,Harduaganj,"Town Panchayat",202125
9,"Uttar Pradesh",249190,Hargaon,"Town Panchayat",261121
9,"Uttar Pradesh",249037,Hathras,Municipality,204101
9,"Uttar Pradesh",249413,Ikauna,"Town Panchayat",271845
9,"Uttar Pradesh",249232,Itaunja,"Town Panchayat",226203
9,"Uttar Pradesh",301253,Jahanaganj,"Town Panchayat",209739
9,"Uttar Pradesh",249101,Jalesar,Municipality,207302
9,"Uttar Pradesh",249019,Jatari,"Town Panchayat",202137
9,"Uttar Pradesh",249002,Jewar,"Town Panchayat",203135
9,"Uttar Pradesh",249471,Jiyanpur,"Town Panchayat",276140
9,"Uttar Pradesh",248951,Joya,"Town Panchayat",244222
9,"Uttar Pradesh",249332,Kabrai,"Town Panchayat",210424
9,"Uttar Pradesh",248885,Kairana,Municipality,247774
9,"Uttar Pradesh",249295,Kalpi,Municipality,285204
9,"Uttar Pradesh",300776,"Katra Gulab Singh","Town Panchayat",230402
9,"Uttar Pradesh",249348,Khaga,"Town Panchayat",212655
9,"Uttar Pradesh",249070,Khairragarh,"Town Panchayat",283121
9,"Uttar Pradesh",300839,Khakhareru,"Town Panchayat",212656
9,"Uttar Pradesh",248899,Khatauli,Municipality,251201
9,"Uttar Pradesh",249349,Kishunpur,"Town Panchayat",212658
9,"Uttar Pradesh",249375,Koraon,"Town Panchayat",212306
9,"Uttar Pradesh",249351,Kunda,"Town Panchayat",230204
9,"Uttar Pradesh",249127,Kunwargaon,"Town Panchayat",243601
9,"Uttar Pradesh",249216,"Kursath (Hardoi)","Town Panchayat",241126
9,"Uttar Pradesh",297024,Kushinagar,Municipality,274301
9,"Uttar Pradesh",249191,Laharpur,Municipality,261135
9,"Uttar Pradesh",249242,Lalganj,"Town Panchayat",229206
9,"Uttar Pradesh",297038,Lambhua,"Town Panchayat",222302
9,"Uttar Pradesh",248985,Loni,Municipality,201102
9,"Uttar Pradesh",249234,Lucknow,"Municipal Corporations",226023
9,"Uttar Pradesh",249234,Lucknow,"Municipal Corporations",226001
9,"Uttar Pradesh",300865,"Maa Kamakhya","Town Panchayat",224118
9,"Uttar Pradesh",249504,Machhlishahr,"Town Panchayat",222143
9,"Uttar Pradesh",300789,Madanpur,"Town Panchayat",274205
9,"Uttar Pradesh",249331,Mahoba,Municipality,210427
9,"Uttar Pradesh",249464,Majhauliraj,"Town Panchayat",274601
9,"Uttar Pradesh",297081,Makkhanpur,"Town Panchayat",283145
9,"Uttar Pradesh",249205,Mallawan,Municipality,241303
9,"Uttar Pradesh",300774,Mandhata(Pratapgarh),"Town Panchayat",230402
9,"Uttar Pradesh",249341,"Manikpur Sarhat (Chitrakoot)","Town Panchayat",210208
9,"Uttar Pradesh",249494,Maniyar,"Town Panchayat",277207
9,"Uttar Pradesh",248938,Maswasi,"Town Panchayat",244924
9,"Uttar Pradesh",249333,Mataundh,"Town Panchayat",210001
9,"Uttar Pradesh",299010,"Mau Mustkil","Town Panchayat",210209
9,"Uttar Pradesh",249488,"Maunath Bhanjan",Municipality,275101
9,"Uttar Pradesh",249308,Mauranipur,Municipality,284204
9,"Uttar Pradesh",248903,Meerapur,"Town Panchayat",251315
9,"Uttar Pradesh",248964,Meerut,"Municipal Corporations",250002
9,"Uttar Pradesh",249036,Mendu,"Town Panchayat",204217
9,"Uttar Pradesh",300930,Mihinpurwa,"Town Panchayat",271855
9,"Uttar Pradesh",249540,Mirzapur-Cum-Vindhyachal,Municipality,231001
9,"Uttar Pradesh",248981,Modinagar,Municipality,201204
9,"Uttar Pradesh",248929,Moradabad,"Municipal Corporations",244001
9,"Uttar Pradesh",249300,Nadigaon,"Town Panchayat",285206
9,"Uttar Pradesh",248876,Nakur,Municipality,247001
9,"Uttar Pradesh",249042,Nandgaon,"Town Panchayat",281403
9,"Uttar Pradesh",249340,Naraini,"Town Panchayat",210129
9,"Uttar Pradesh",297047,"Narpat Nagar Doondawala","Town Panchayat",244924
9,"Uttar Pradesh",249422,Nawabganj(Gonda),Municipality,271303
9,"Uttar Pradesh",249437,Nichlaul,"Town Panchayat",273304
9,"Uttar Pradesh",297085,Nighasan,"Town Panchayat",262903
9,"Uttar Pradesh",248978,Niwari,"Town Panchayat",201204
9,"Uttar Pradesh",249478,Nizamabad,"Town Panchayat",276206
9,"Uttar Pradesh",297046,"Pakadia Naugawa","Town Panchayat",262001
9,"Uttar Pradesh",249245,Parsadepur,"Town Panchayat",229129
9,"Uttar Pradesh",297040,Partawal,"Town Panchayat",273301
9,"Uttar Pradesh",300782,Pathardewa,"Town Panchayat",274404
9,"Uttar Pradesh",249356,Patti,"Town Panchayat",230135
9,"Uttar Pradesh",249271,Phaphund,"Town Panchayat",206247
9,"Uttar Pradesh",249198,Pihani,Municipality,241406
9,"Uttar Pradesh",249028,Pilkhana,"Town Panchayat",202121
9,"Uttar Pradesh",248990,Pilkhuwa,Municipality,245304
9,"Uttar Pradesh",297086,"Poorav Pashchim Shareera","Town Panchayat",212214
9,"Uttar Pradesh",249167,Powayan,Municipality,242401
9,"Uttar Pradesh",249369,Prayagraj,"Municipal Corporations",211001
9,"Uttar Pradesh",249369,Prayagraj,"Municipal Corporations",211016
9,"Uttar Pradesh",249369,Prayagraj,"Municipal Corporations",211002
9,"Uttar Pradesh",297087,Prithviganj,"Town Panchayat",230133
9,"Uttar Pradesh",249094,"Raja Ka Rampur","Town Panchayat",207244
9,"Uttar Pradesh",299012,"Ramganj (Pratapgarh)","Town Panchayat",230135
9,"Uttar Pradesh",249377,Ramnagar,"Town Panchayat",225205
9,"Uttar Pradesh",248943,Rampur,Municipality,244901
9,"Uttar Pradesh",249500,Reoti,"Town Panchayat",277209
9,"Uttar Pradesh",249409,"Risia Bazar","Town Panchayat",271875
9,"Uttar Pradesh",249547,Robertsganj,Municipality,231216
9,"Uttar Pradesh",248904,Sahanpur,"Town Panchayat",246749
9,"Uttar Pradesh",248873,Saharanpur,"Municipal Corporations",247001
9,"Uttar Pradesh",249087,Sahawar,"Town Panchayat",207245
9,"Uttar Pradesh",249443,Sahjanwa,"Town Panchayat",273209
9,"Uttar Pradesh",249153,Sainthal,"Town Panchayat",262407
9,"Uttar Pradesh",249129,Sakhanu,"Town Panchayat",243601
9,"Uttar Pradesh",249253,Samdhan,"Town Panchayat",209722
9,"Uttar Pradesh",249363,"Sarai Aquil","Town Panchayat",212216
9,"Uttar Pradesh",249032,Sasni,"Town Panchayat",204216
9,"Uttar Pradesh",249457,Sewarhi,"Town Panchayat",274406
9,"Uttar Pradesh",249255,"Sikanderpur (Kannauj)","Town Panchayat",209729
9,"Uttar Pradesh",248896,Sisauli,"Town Panchayat",251319
9,"Uttar Pradesh",249438,"Siswa Bazar",Municipality,273163
9,"Uttar Pradesh",253131,Subeha,"Town Panchayat",225125
9,"Uttar Pradesh",249317,Talbehat,"Town Panchayat",284126
9,"Uttar Pradesh",249396,"Tanda (Ambedkar Nagar)",Municipality,244925
9,"Uttar Pradesh",248970,Tikri,"Town Panchayat",250625
9,"Uttar Pradesh",249170,Tilhar,Municipality,242307
9,"Uttar Pradesh",249244,Unchahar,"Town Panchayat",229404
9,"Uttar Pradesh",249223,Unnao,Municipality,209801
9,"Uttar Pradesh",249134,Usehat,"Town Panchayat",243641
9,"Uttar Pradesh",249417,Utraula,Municipality,271604
9,"Uttar Pradesh",249531,Varanasi,"Municipal Corporations",221106
8,Rajasthan,299977,Ajeetgarh,"Town Panchayat",305921
8,Rajasthan,248788,Ajmer,"Municipal Corporations",305002
8,Rajasthan,248865,Aklera,"Town Panchayat",328027
8,Rajasthan,248699,Alwar,"Municipal Corporations",301001
8,Rajasthan,248857,Anta,"Town Panchayat",325202
8,Rajasthan,248656,Anupgarh,"Town Panchayat",335701
8,Rajasthan,248735,Bagru,"Town Panchayat",303007
8,Rajasthan,299784,"Balesar Satta","Town Panchayat",313325
8,Rajasthan,248765,Balotra,Municipality,305921
8,Rajasthan,248765,Balotra,Municipality,313203
8,Rajasthan,296936,Bamanwas,"Town Panchayat",328027
8,Rajasthan,248722,Bandikui,Municipality,303315
8,Rajasthan,301412,Bap,"Town Panchayat",334305
8,Rajasthan,248858,Baran,Municipality,325205
8,Rajasthan,248858,Baran,Municipality,305921
8,Rajasthan,299974,Bardod,"Town Panchayat",328024
8,Rajasthan,248712,Bari,"Town Panchayat",328021
8,Rajasthan,300347,"Baroda Meo","Town Panchayat",328024
8,Rajasthan,296931,Baseri,"Town Panchayat",328022
8,Rajasthan,296931,Baseri,"Town Panchayat",328027
8,Rajasthan,296931,Baseri,"Town Panchayat",328024
8,Rajasthan,299976,Basni,"Town Panchayat",328024
8,Rajasthan,296925,Bassi,"Town Panchayat",328027
8,Rajasthan,301411,Baswa,"Town Panchayat",328024
8,Rajasthan,301411,Baswa,"Town Panchayat",313325
8,Rajasthan,248711,Bayana,"Town Panchayat",328024
8,Rajasthan,248837,Begun,"Town Panchayat",313325
8,Rajasthan,248837,Begun,"Town Panchayat",328027
8,Rajasthan,248694,Behror,"Town Panchayat",313325
8,Rajasthan,301435,Bhandarej,"Town Panchayat",313325
8,Rajasthan,301436,Bhim,"Town Panchayat",328024
8,Rajasthan,301436,Bhim,"Town Panchayat",328027
8,Rajasthan,248768,Bhinmal,"Town Panchayat",328027
8,Rajasthan,248695,Bhiwadi,Municipality,305921
8,Rajasthan,296924,Bhopalgarh,"Town Panchayat",328027
8,Rajasthan,248678,Bidasar,Municipality,331501
8,Rajasthan,302998,Bigod,Municipality,311601
8,Rajasthan,248681,Bissau,"Town Panchayat",328027
8,Rajasthan,299825,Bonli,"Town Panchayat",313325
8,Rajasthan,299534,Borawar,"Town Panchayat",328027
8,Rajasthan,299534,Borawar,"Town Panchayat",341502
8,Rajasthan,299534,Borawar,"Town Panchayat",313325
8,Rajasthan,248737,Chaksu,"Town Panchayat",328027
8,Rajasthan,248679,Chhapar,"Town Panchayat",328024
8,Rajasthan,248842,"Chhoti Sadri","Town Panchayat",313325
8,Rajasthan,302181,Chohtan,Municipality,305921
8,Rajasthan,248673,Churu,Municipality,331001
8,Rajasthan,299941,Danta,"Town Panchayat",332703
8,Rajasthan,299941,Danta,"Town Panchayat",313325
8,Rajasthan,248725,Dausa,Municipality,313203
8,Rajasthan,248816,Deogarh,"Town Panchayat",328027
8,Rajasthan,248748,Didwana,"Town Panchayat",313325
8,Rajasthan,301914,Diggi,Municipality,313203
8,Rajasthan,301439,Dooni,"Town Panchayat",304802
8,Rajasthan,301439,Dooni,"Town Panchayat",313325
8,Rajasthan,248821,Fatehnagar,"Town Panchayat",313325
8,Rajasthan,248821,Fatehnagar,"Town Panchayat",313205
8,Rajasthan,248739,Fatehpur,"Town Panchayat",328024
8,Rajasthan,248811,Gangapur,"Town Panchayat",328027
8,Rajasthan,248718,"Gangapur City",Municipality,305921
8,Rajasthan,301442,Goluwala,"Town Panchayat",335805
8,Rajasthan,299536,Govindgarh,Municipality,303801
8,Rajasthan,299536,Govindgarh,Municipality,303803
8,Rajasthan,299536,Govindgarh,Municipality,303804
8,Rajasthan,302204,Gudhamalani,"Town Panchayat",305921
8,Rajasthan,302204,Gudhamalani,"Town Panchayat",313203
8,Rajasthan,302204,Gudhamalani,"Town Panchayat",328027
8,Rajasthan,299936,Hameergarh,"Town Panchayat",313325
8,Rajasthan,299936,Hameergarh,"Town Panchayat",328024
8,Rajasthan,248802,Indragarh,"Town Panchayat",323613
8,Rajasthan,263007,Itawa,"Town Panchayat",313325
8,Rajasthan,248813,Jahazpur,"Town Panchayat",311201
8,Rajasthan,248813,Jahazpur,"Town Panchayat",313325
8,Rajasthan,248763,Jaisalmer,Municipality,313203
8,Rajasthan,248767,Jalore,Municipality,305921
8,Rajasthan,301911,"Jamwa Ramgarh",Municipality,303109
8,Rajasthan,299764,Jayal,"Town Panchayat",328024
8,Rajasthan,299764,Jayal,"Town Panchayat",341023
8,Rajasthan,248862,Jhalawar,Municipality,305921
8,Rajasthan,248862,Jhalawar,Municipality,326001
8,Rajasthan,248683,Jhunjhunun,Municipality,333001
8,Rajasthan,248732,Jobner,"Town Panchayat",313325
8,Rajasthan,248703,Kaman,"Town Panchayat",321022
8,Rajasthan,248824,Kanor,"Town Panchayat",328027
8,Rajasthan,302921,Kanota,Municipality,303012
8,Rajasthan,248840,Kapasan,"Town Panchayat",312202
8,Rajasthan,248804,Kaprain,"Town Panchayat",328024
8,Rajasthan,248717,Karauli,Municipality,313203
8,Rajasthan,301415,Kathumar,Municipality,305921
8,Rajasthan,248805,Keshoraipatan,"Town Panchayat",323601
8,Rajasthan,248805,Keshoraipatan,"Town Panchayat",313325
8,Rajasthan,302262,Khandar,"Town Panchayat",313325
8,Rajasthan,302262,Khandar,"Town Panchayat",322025
8,Rajasthan,302856,Khanpur,Municipality,326038
8,Rajasthan,248702,Kherli,Municipality,321606
8,Rajasthan,248731,"Kishangarh Renwal","Town Panchayat",328024
8,Rajasthan,248731,"Kishangarh Renwal","Town Panchayat",313325
8,Rajasthan,303090,Kota,"Municipal Corporations",324009
8,Rajasthan,299535,Kotkasim,"Town Panchayat",301702
8,Rajasthan,248727,Kotputli,Municipality,303108
8,Rajasthan,248757,"Kuchaman City","Town Panchayat",328024
8,Rajasthan,248757,"Kuchaman City","Town Panchayat",328027
8,Rajasthan,248707,Kumher,"Town Panchayat",328024
8,Rajasthan,248836,Kushalgarh,"Town Panchayat",328024
8,Rajasthan,301406,Lawan,Municipality,303004
8,Rajasthan,296915,"Laxmangarh (Alwar)","Town Panchayat",313325
8,Rajasthan,296915,"Laxmangarh (Alwar)","Town Panchayat",328027
8,Rajasthan,248756,Makrana,Municipality,313203
8,Rajasthan,301407,Malakheda,Municipality,313203
8,Rajasthan,248682,Mandawa,"Town Panchayat",328027
8,Rajasthan,248682,Mandawa,"Town Panchayat",328024
8,Rajasthan,296926,Mandawari,"Town Panchayat",303504
8,Rajasthan,302222,Mandhan,Municipality,313203
8,Rajasthan,301413,Mandrayal,Municipality,305921
8,Rajasthan,302801,Mandrela,"Town Panchayat",328024
8,Rajasthan,300350,Manoharpur,"Town Panchayat",303104
8,Rajasthan,302858,Manoharthana,Municipality,326037
8,Rajasthan,302261,Masuda,"Town Panchayat",328027
8,Rajasthan,248753,"Merta City","Town Panchayat",341510
8,Rajasthan,248753,"Merta City","Town Panchayat",313325
8,Rajasthan,301906,Mertaroad,"Town Panchayat",313325
8,Rajasthan,301906,Mertaroad,"Town Panchayat",328027
8,Rajasthan,248751,Mundwa,"Town Panchayat",328027
8,Rajasthan,248751,Mundwa,"Town Panchayat",328024
8,Rajasthan,248751,Mundwa,"Town Panchayat",341026
8,Rajasthan,248706,Nadbai,Municipality,313325
8,Rajasthan,248704,Nagar,"Town Panchayat",328027
8,Rajasthan,248704,Nagar,"Town Panchayat",328024
8,Rajasthan,248704,Nagar,"Town Panchayat",321205
8,Rajasthan,248749,Nagaur,Municipality,313203
8,Rajasthan,302180,Napasar,Municipality,334201
8,Rajasthan,248820,Nathdwara,"Town Panchayat",313202
8,Rajasthan,248758,Nawa,"Town Panchayat",341509
8,Rajasthan,248692,Nawalgarh,"Town Panchayat",328024
8,Rajasthan,299935,Neemrana,Municipality,301705
8,Rajasthan,248841,Nimbahera,"Town Panchayat",313325
8,Rajasthan,248653,Padampur,"Town Panchayat",328024
8,Rajasthan,248755,Parbatsar,"Town Panchayat",328027
8,Rajasthan,248759,Phalodi,"Town Panchayat",313325
8,Rajasthan,248685,Pilani,"Town Panchayat",333031
8,Rajasthan,248868,Pirawa,"Town Panchayat",326034
8,Rajasthan,248844,Pratapgarh,Municipality,312605
8,Rajasthan,248787,Pushkar,Municipality,313325
8,Rajasthan,248677,Rajaldesar,"Town Panchayat",328024
8,Rajasthan,248677,Rajaldesar,"Town Panchayat",328027
8,Rajasthan,248818,Rajsamand,Municipality,305921
8,Rajasthan,248818,Rajsamand,Municipality,313324
8,Rajasthan,248851,"Ramganj Mandi","Town Panchayat",326519
8,Rajasthan,296916,"Ramgarh (Alwar)","Town Panchayat",313325
8,Rajasthan,301410,"Ramgarh Pachwara",Municipality,303510
8,Rajasthan,248780,Rani,"Town Panchayat",313325
8,Rajasthan,248838,Rawatbhata,Municipality,323307
8,Rajasthan,248745,Reengus,"Town Panchayat",328027
8,Rajasthan,248745,Reengus,"Town Panchayat",328024
8,Rajasthan,263008,Roopbas,"Town Panchayat",313325
8,Rajasthan,263008,Roopbas,"Town Panchayat",328027
8,Rajasthan,248781,Sadri,"Town Panchayat",313325
8,Rajasthan,248652,Sadulshahar,"Town Panchayat",313325
8,Rajasthan,248652,Sadulshahar,"Town Panchayat",328027
8,Rajasthan,248652,Sadulshahar,"Town Panchayat",328024
8,Rajasthan,302862,Saipau,Municipality,302862
8,Rajasthan,248769,Sanchore,"Town Panchayat",328024
8,Rajasthan,248769,Sanchore,"Town Panchayat",343041
8,Rajasthan,248769,Sanchore,"Town Panchayat",328027
8,Rajasthan,248769,Sanchore,"Town Panchayat",313325
8,Rajasthan,248661,Sangaria,"Town Panchayat",328027
8,Rajasthan,248672,Sardarshahar,"Town Panchayat",328027
8,Rajasthan,248792,Sarwar,"Town Panchayat",313325
8,Rajasthan,302254,Sayla,"Town Panchayat",328027
8,Rajasthan,302254,Sayla,"Town Panchayat",328024
8,Rajasthan,248729,Shahpura,Municipality,303803
8,Rajasthan,248770,Sheoganj,"Town Panchayat",328024
8,Rajasthan,248741,Sikar,Municipality,305921
8,Rajasthan,303111,Sindhari,"Town Panchayat",328027
8,Rajasthan,301409,Singhana,Municipality,313203
8,Rajasthan,248650,Srikaranpur,"Town Panchayat",328024
8,Rajasthan,301453,Suket,"Town Panchayat",328027
8,Rajasthan,302258,Sultana,"Town Panchayat",328024
8,Rajasthan,302258,Sultana,"Town Panchayat",328027
8,Rajasthan,296933,Sultanpur,"Town Panchayat",328027
8,Rajasthan,248783,Sumerpur,Municipality,306902
8,Rajasthan,248688,Surajgarh,"Town Panchayat",328024
8,Rajasthan,248660,Suratgarh,"Town Panchayat",328024
8,Rajasthan,248782,Takhatgarh,"Town Panchayat",313325
8,Rajasthan,301901,Tantoti,Municipality,305921
8,Rajasthan,299934,Tapukara,"Town Panchayat",313325
